gene	mean	mean_nonzero	median	median_nonzero
UGDH-AS1	1078.066734074823	1380.5023737591714	1404.0	1532.0
WARS2-IT1	53.428825622775804	69.02758620689656	50.0	56.0
LOC100129434	890.270695075096	1370.3467741935483	901.0	1557.0
LOC101926898	861.4037037037037	1254.4714131607336	499.5	1291.0
IGFL4	765.0535557506585	1410.0258899676376	272.0	1786.5
FAM241A	559.5317729534147	1211.976242958609	0.0	1491.0
LINC00506	641.0209302325582	750.2422427871529	612.5	851.5
LINC01873	325.2030970815962	405.65824665676075	345.0	424.0
KANTR	394.28748608681826	602.8869438366156	140.0	598.0
LINC00504	1192.3296232876712	1573.1612538830839	1273.5	1503.0
geo_mean	533.0774220303367	777.5786421633509	0.0	826.6759410981141
