gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	2.6743772241992882	3.6838235294117645	2.0	3.0
UGDH-AS1	66.23087293562521	96.2797648211661	83.0	100.0
LOC101926898	54.17629629629629	94.00771208226222	28.0	98.0
LINC00504	76.06378424657534	101.12976664769494	72.0	94.0
LOC100129434	54.012224938875306	90.21995332555426	56.0	93.0
IGFL4	50.30289727831431	94.8592715231788	18.0	111.0
KANTR	26.55795833995866	44.527592641962144	9.0	46.0
LINC01873	21.07980941036331	26.731873111782477	22.0	25.0
LINC00506	42.048139534883724	49.37383943200437	44.0	53.5
FAM241A	36.4640434192673	101.37944042753851	0.0	109.0
geo_mean	33.35053787908198	52.90983542578743	0.0	53.478094355513534
