gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	0.6850533807829181	1.2919463087248322	1.0	1.0
UGDH-AS1	12.65958881024604	18.530340404538727	16.0	19.0
LOC101926898	8.842222222222222	15.665354330708661	5.0	16.0
IGFL4	8.997366110623354	17.108514190317194	4.0	17.0
LOC100129434	10.772965420887182	18.217956290608388	8.0	19.0
FAM241A	6.380483943916779	20.04582593250444	0.0	18.0
KANTR	4.228176180632851	7.961377245508982	1.0	7.0
LINC01873	2.976176295413937	3.9880287310454907	3.0	4.0
LINC00506	6.895813953488372	8.528041415012941	4.0	9.0
LINC00504	13.413527397260275	17.874500855675983	12.0	16.0
geo_mean	5.945590557981931	10.12659332800409	0.0	9.666893042440126
