gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	53.97864768683274	70.22222222222223	59.0	66.0
UGDH-AS1	997.8587799123694	1402.485551871151	1274.0	1404.0
LOC100129434	821.8833391547328	1264.4019344438475	935.0	1378.0
LOC101926898	817.5125925925926	1402.3405336721728	491.0	1484.0
IGFL4	729.6777875329236	1351.3869918699188	284.0	1624.0
FAM241A	539.7453640886476	1307.094194961665	0.0	1506.0
KANTR	397.57020193989507	628.6947447824994	118.0	620.0
LINC01873	304.1661703394878	378.2925925925926	334.0	420.5
LINC00504	1152.0693493150684	1517.4705384832253	1216.0	1484.0
LINC00506	615.4451162790698	692.053870292887	564.0	714.0
geo_mean	511.3412686313121	773.8781879878371	0.0	814.1969967331582
