gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	9.400355871886122	12.608591885441527	8.0	9.0
UGDH-AS1	196.96157735085944	286.3228809407153	248.0	292.0
LOC101926898	154.2637037037037	267.68123393316193	99.0	295.0
LOC100129434	163.4882989870765	271.97385241138875	152.0	290.0
IGFL4	145.29060579455663	269.9608482871126	52.0	325.0
KANTR	69.49356018444904	116.48320895522389	20.0	118.0
FAM241A	104.41938037087291	289.4937304075235	0.0	325.0
LINC01873	56.629541393686715	70.74479166666667	63.0	71.0
LINC00504	219.54730308219177	290.0805995475113	225.0	265.0
LINC00506	110.69093023255815	129.55117038649973	106.0	130.0
geo_mean	96.18165891885856	151.47904176614907	0.0	152.61392711032417
