gene	mean	mean_nonzero	median	median_nonzero
UGDH-AS1	144.40916750926863	196.3620531622365	183.0	211.0
WARS2-IT1	7.693950177935943	10.00925925925926	9.0	11.0
LOC101926898	122.30962962962963	211.9614890885751	76.5	236.0
LOC100129434	122.97799511002445	205.8982456140351	128.0	209.0
IGFL4	113.41791044776119	210.7389885807504	40.0	247.0
FAM241A	82.14800995024876	225.83680447622007	0.0	240.0
KANTR	55.819526156781684	98.41575553686572	21.0	97.0
LINC01873	49.00059559261465	61.44286781179985	52.0	64.0
LINC00504	171.49721746575344	227.55893212155638	170.0	210.0
LINC00506	85.70883720930233	100.25788900979326	71.0	113.5
geo_mean	75.79806288091305	118.8682112550181	0.0	125.94497626642676
