gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	46.243772241992886	59.744827586206895	50.0	62.0
UGDH-AS1	897.6430738119312	1299.8081991215226	1120.0	1356.0
LOC101926898	744.7103703703704	1277.4574332909783	456.5	1396.0
LOC100129434	750.0988473629061	1154.587634408602	843.0	1257.0
IGFL4	687.6681299385426	1092.4044630404462	242.0	1438.0
KANTR	379.8403561774527	567.9543509272468	145.0	502.0
FAM241A	556.3467887833559	1137.3858067498845	0.0	1346.5
LINC01873	304.2251340083383	380.33804914370813	342.0	371.0
LINC00504	1105.462970890411	1449.543362335111	1096.0	1326.0
LINC00506	515.3211627906977	602.7967899891186	466.0	659.5
geo_mean	474.9419919695861	696.4869030255533	0.0	735.8127805512933
