gene	mean	mean_nonzero	median	median_nonzero
LOC100129434	11.909884736290604	19.975395430579965	12.0	21.0
UGDH-AS1	14.475227502527806	21.03232125367287	17.0	22.0
IGFL4	11.161545215100967	21.223706176961603	5.0	21.0
WARS2-IT1	0.5088967971530249	2.0	0.0	2.0
LINC01873	4.253126861226921	5.337070254110613	4.0	5.0
LINC00504	16.971960616438356	22.668096054888508	20.0	24.0
LOC101926898	11.474074074074075	19.935649935649934	7.0	23.0
LINC00506	9.350697674418605	11.719032352083941	9.0	11.0
KANTR	5.799968198441723	10.566628041714948	1.0	10.0
FAM241A	7.800090456806875	22.872679045092838	0.0	23.0
geo_mean	7.137422844648689	12.840228088299906	0.0	12.977531357059041
