gene	mean	mean_nonzero	median	median_nonzero
KANTR	1203.7018603911592	1560.5196866625438	370.0	1116.0
LINC00504	3842.0282534246576	4872.409337676439	3855.5	4745.0
LINC00506	1890.0193023255813	2158.014604354753	1715.0	2396.0
WARS2-IT1	154.38434163701066	193.66964285714286	166.0	191.0
UGDH-AS1	3281.763734411864	4526.72849837285	4184.0	4587.0
LOC101926898	2700.1014814814816	4631.686149936468	1537.0	4926.0
LOC100129434	2737.2982885085576	4252.24362452523	2891.0	4662.0
IGFL4	2446.9025460930643	4502.458804523425	887.0	5399.0
FAM241A	1826.673790140208	3317.269609856263	1.0	3658.0
LINC01873	875.2441929720071	1025.4954640614096	948.0	1074.0
geo_mean	1624.5629365471154	2310.699615552885	602.9343454045502	2362.423379390275
