gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	39.47686832740214	51.00229885057471	46.0	52.0
UGDH-AS1	930.6535220761713	1341.063137445362	1177.0	1337.0
LOC101926898	736.6925925925926	1265.3117048346055	429.0	1349.5
LOC100129434	774.0073349633252	1190.748522299839	797.0	1341.0
IGFL4	688.7436347673398	1055.8263795423957	246.0	1402.0
LINC01873	273.33412745681954	340.7037861915367	297.0	362.0
FAM241A	501.31015377657167	1124.9903577772138	0.0	1358.0
KANTR	377.7759580219431	550.2160722556739	118.0	452.0
LINC00504	1066.400470890411	1350.9281453362255	1113.0	1380.0
LINC00506	594.58	668.5915271966527	515.0	745.0
geo_mean	465.09160416566357	678.6566691936356	0.0	725.3149958508483
