gene	mean	mean_nonzero	median	median_nonzero
LINC00504	1047.7247431506848	1340.7203505888797	1025.0	1311.0
WARS2-IT1	53.70996441281139	69.39080459770115	56.0	64.0
UGDH-AS1	912.7640714526458	1238.8705397987192	1151.0	1343.0
LOC101926898	760.6762962962963	1304.8449809402796	422.5	1461.0
IGFL4	690.5285338015804	1272.673139158576	269.0	1543.0
LOC100129434	768.9395738735592	1184.224852071006	864.0	1348.0
FAM241A	520.7086160108548	1276.3711197339246	0.0	1409.5
LINC01873	267.1250744490768	333.45947955390335	312.0	362.0
KANTR	337.7729368739068	493.32419879238273	106.0	445.0
LINC00506	477.16837209302327	557.8640565524742	395.0	505.5
geo_mean	464.2522579649389	695.6738608375497	0.0	723.5056940776711
