gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	33.85053380782918	43.733333333333334	29.0	34.0
UGDH-AS1	670.3845635321874	973.5834557023984	844.0	969.0
LOC101926898	546.054074074074	936.6874205844981	323.0	1006.0
LOC100129434	555.3898009081383	857.6488673139158	566.0	930.0
IGFL4	503.61545215100966	928.1844660194175	171.0	1140.0
KANTR	235.53108602321512	361.5462533561142	88.0	355.0
FAM241A	360.7425373134328	916.5202528009193	0.0	998.0
LINC01873	187.01786777843955	234.1558538404176	190.0	248.0
LINC00504	755.7482876712329	996.2911963882618	766.0	921.0
LINC00506	372.73325581395346	435.76753670473084	353.0	465.0
geo_mean	330.42478281512973	504.56560047058315	0.0	515.3842746805427
