gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	52.34341637010676	67.62528735632183	52.0	60.0
UGDH-AS1	1015.3640040444894	1313.245422842197	1292.0	1426.0
LOC101926898	814.877037037037	1177.8201284796573	476.0	1231.5
LOC100129434	842.0045406915823	1408.918176504968	859.0	1450.0
IGFL4	754.2458296751537	1390.106796116505	270.0	1661.5
KANTR	390.70710764827476	566.9490078449469	138.0	541.5
FAM241A	549.3919041157848	1208.3616015916439	0.0	1452.0
LINC01873	322.14711137581895	400.65555555555557	359.0	442.0
LINC00506	613.9713953488372	717.4122282608696	574.0	805.5
LINC00504	1161.9280821917807	1451.4780748663102	1193.0	1439.5
geo_mean	516.7159235846448	752.9322976744803	0.0	796.1296711675666
