gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	0.2508896797153025	1.0	0.0	1.0
UGDH-AS1	6.494438827098079	9.440960313571779	8.0	10.0
LOC101926898	4.729629629629629	8.217503217503218	2.0	8.0
LOC100129434	5.287809989521481	9.000594530321047	6.0	8.0
IGFL4	4.611062335381914	8.916808149405773	3.0	10.0
FAM241A	3.7458163726820444	11.785129847029527	0.0	10.0
KANTR	2.3044999204961045	4.63776	0.0	4.0
LINC01873	1.7659321024419297	2.6355555555555554	1.0	2.0
LINC00504	7.40625	10.090988626421698	7.0	9.0
LINC00506	3.0879069767441862	4.315242118947026	2.0	4.0
geo_mean	3.0312992733148514	5.74339965477157	0.0	5.327914491665778
