gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	61.73487544483986	79.75862068965517	76.5	90.0
UGDH-AS1	1371.4984833164813	1914.934588235294	1670.0	1924.0
LOC101926898	1139.651851851852	1954.9301143583227	674.5	1994.0
IGFL4	1016.5776997366111	1619.4153846153847	384.0	2218.0
LOC100129434	1141.893468389801	1756.7119828049435	1199.0	1900.0
FAM241A	751.3836499321574	1631.1332842415316	0.0	1900.5
KANTR	485.650977897917	682.8211491169237	140.0	585.0
LINC01873	355.0470518165575	440.2688330871492	381.0	464.0
LINC00506	774.6646511627907	905.6710168569875	669.0	1030.5
LINC00504	1585.7632705479452	2023.6782299918054	1560.5	1969.0
geo_mean	668.5114172808541	973.3629080618266	0.0	1042.9712346644253
