gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	9.501779359430605	13.979057591623036	7.0	11.0
UGDH-AS1	125.06707111560499	181.80989710926016	160.0	184.0
FAM241A	69.84486657620985	189.3648068669528	0.0	201.0
IGFL4	94.41527655838455	176.00490998363338	32.0	217.0
LOC100129434	104.89486552567237	175.41705607476635	117.0	188.0
LOC101926898	98.80740740740741	169.49174078780177	64.0	194.0
KANTR	49.437907457465414	80.73617242274734	18.0	81.0
LINC00504	143.02311643835617	189.45392685001417	140.0	180.0
LINC01873	40.89279332936272	51.123603871928516	44.0	52.0
LINC00506	74.77	87.70076377523186	73.0	87.0
geo_mean	66.74994147571817	105.61695517156876	0.0	107.82279857410983
