gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	49.419928825622776	63.995391705069125	52.0	67.0
LOC101926898	768.9422222222222	1319.0241423125794	442.0	1389.0
UGDH-AS1	946.8068756319515	1285.0759377859104	1232.0	1322.0
LOC100129434	787.250087320992	1210.470998925886	790.0	1358.0
LINC00504	1049.601241438356	1382.5026783197068	1108.0	1306.0
LINC01873	278.71173317450865	348.1822916666667	293.0	368.0
IGFL4	673.13608428446	1069.3193863319386	218.0	1463.0
LINC00506	520.5558139534884	585.6593406593406	505.0	599.5
KANTR	322.9729686754651	465.33264604810995	126.0	439.0
FAM241A	499.08491632745364	1139.955320247934	0.0	1331.0
geo_mean	464.5431201265381	679.5417048590119	0.0	726.8378513064348
