gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	86.41459074733096	111.64367816091954	88.0	106.0
UGDH-AS1	1967.2665992585103	2733.901639344262	2237.0	2950.0
LOC101926898	1641.1762962962962	2738.6749072929542	1032.5	3037.0
LOC100129434	1663.0541390150192	2771.4342258440047	1674.0	2878.5
IGFL4	1567.935908691835	2889.7718446601943	518.0	3360.5
KANTR	836.3304181904913	1053.8332999398917	316.0	701.0
FAM241A	1227.8799185888738	2695.9707050645484	0.0	3208.0
LINC01873	668.5068493150685	768.2566735112937	746.0	783.0
LINC00506	1161.2537209302325	1358.3762241566922	973.0	1372.0
LINC00504	2452.189640410959	3042.929614873838	2229.5	2816.0
geo_mean	1035.8481740702666	1506.9647864406984	0.0	1512.1134305933722
