gene	mean	mean_nonzero	median	median_nonzero
LOC100129434	3632.1232972406565	4733.167501137916	3844.0	6016.0
FAM241A	2382.2718227046585	3724.3789994696835	2.0	304.0
KANTR	1666.6392113213547	2077.188664288545	524.0	1277.5
LINC01873	1273.87194758785	1579.638847858198	1394.0	1707.0
LINC00506	2570.0776744186046	2857.857253685027	2387.5	3144.0
LINC00504	5001.6179366438355	5896.431743628565	5152.5	5882.0
WARS2-IT1	201.3202846975089	260.09655172413795	212.0	248.0
UGDH-AS1	4359.955173576002	6011.146375464684	5619.0	6299.0
LOC101926898	3502.205185185185	6007.594663278272	2016.0	6328.0
IGFL4	3199.270412642669	4460.182374541004	1134.0	5899.0
geo_mean	2170.6700422154804	2891.3551753312263	846.1487732639026	2308.634361919983
