gene	mean	mean_nonzero	median	median_nonzero
LINC01873	245.1167361524717	305.985873605948	269.0	332.0
WARS2-IT1	43.55160142348755	56.266666666666666	47.5	55.0
UGDH-AS1	768.5942028985507	1006.8075055187638	928.0	1067.0
LOC101926898	628.2777777777778	1066.8867924528302	380.0	1169.0
IGFL4	587.5013169446884	1091.621533442088	244.0	1289.0
LOC100129434	645.7726161369193	933.7611111111111	671.0	1047.0
FAM241A	429.4487788331072	1064.7729184188393	0.0	1182.0
KANTR	296.34949912545716	428.93947065592636	114.0	391.0
LINC00506	449.78906976744184	526.4270549809472	417.0	560.0
LINC00504	887.3219178082192	1170.403162055336	870.0	1102.0
geo_mean	397.84325945551115	592.1956214854574	0.0	622.7078145194338
