gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	67.36476868327402	86.83256880733946	71.5	92.0
UGDH-AS1	1467.9726996966633	1980.6616643929058	1879.0	2071.0
LOC101926898	1181.7718518518518	1808.8344671201814	703.5	1966.0
IGFL4	1082.8024582967516	1631.3650793650793	363.0	2147.0
LOC100129434	1216.1592734893468	2027.8765288293534	1227.0	2116.0
LINC01873	375.4925550923169	467.0014814814815	388.0	471.0
KANTR	492.4930831610749	666.3702667814114	147.0	514.0
FAM241A	772.5279285391225	1455.8357127636907	1.0	1481.0
LINC00506	826.3137209302325	931.3627785058977	799.5	1013.0
LINC00504	1652.6573202054794	2179.9025974025976	1745.5	2053.0
geo_mean	704.2822715493242	994.5317776896654	283.4742071579803	1024.1030573733697
