gene	mean	mean_nonzero	median	median_nonzero
LINC00504	3458.1416952054797	4352.488685344828	3524.0	4187.0
LINC00506	1722.2909302325581	1999.9597623548475	1557.5	2273.0
WARS2-IT1	138.47508896797154	175.6726862302483	140.0	155.0
UGDH-AS1	3013.1813279406806	4219.022652194431	3808.0	4332.0
LOC101926898	2428.351111111111	3695.9120631341602	1432.0	3989.0
LOC100129434	2505.2120153684946	4179.7331002331	2508.0	4324.5
IGFL4	2206.1132572431957	4065.9595469255664	854.0	4919.5
LINC01873	826.552114353782	969.7980433263452	907.0	1034.0
KANTR	1074.5112100492925	1458.5799697819987	346.0	1219.0
FAM241A	1643.4548846675712	2949.414569805195	1.0	2778.0
geo_mean	1474.8127954638999	2102.836763838339	555.8659524389234	2127.4041060046516
