gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	92.51423487544484	94.19021739130434	99.0	101.5
UGDH-AS1	1929.1378496798113	2601.7054545454544	2500.0	2800.0
LOC101926898	1565.8837037037038	2124.5658291457285	916.0	2210.0
LOC100129434	1593.2273838630806	2452.3709677419356	1735.0	2782.5
IGFL4	1417.8568920105356	2613.169902912621	515.0	3144.0
FAM241A	1068.5214834916328	2213.1156908665107	0.0	2799.0
LINC01873	591.9749851101847	661.2947438456421	642.0	722.0
KANTR	785.0969947527428	1055.9185201026519	233.0	849.5
LINC00506	1202.6281395348838	1324.2768245838668	1097.5	1411.0
LINC00504	2259.0483732876714	2943.1885108756273	2383.0	2913.0
geo_mean	984.080964026471	1349.9305895760117	0.0	1441.6190199684138
