gene	mean	mean_nonzero	median	median_nonzero
IGFL4	1685.9675153643548	2866.144776119403	615.0	3688.5
WARS2-IT1	113.68327402135232	145.8675799086758	125.0	151.0
LINC01873	636.5092316855271	793.981426448737	698.0	852.5
KANTR	854.4550802989346	1177.9193336256028	269.0	988.0
LOC100129434	1937.5564093608104	2982.378494623656	2000.0	3300.0
LOC101926898	1884.7888888888888	2712.6492537313434	1093.5	2794.0
LINC00506	1326.3679069767443	1469.1865018031942	1207.5	1654.5
UGDH-AS1	2322.520728008089	3137.941256830601	2972.0	3305.0
FAM241A	1281.2506784260515	2328.684956843403	1.0	2460.5
LINC00504	2675.5340325342468	3465.510119212642	2713.5	3283.0
geo_mean	1149.27113147792	1610.9196699908928	445.4210511600465	1690.888964094369
