gene	mean	mean_nonzero	median	median_nonzero
LINC00504	474.6962756849315	627.2005090497737	459.0	600.0
UGDH-AS1	399.26659925851027	579.8453255017132	452.0	610.0
LOC100129434	339.2270345791128	565.9714452214453	351.0	587.0
KANTR	167.59723326442995	272.991193991194	54.0	228.0
LOC101926898	326.72814814814814	560.4612452350699	213.0	645.0
LINC00506	232.91930232558138	272.75408496732024	197.5	262.5
LINC01873	119.11614055985706	149.36221060492906	134.0	157.0
WARS2-IT1	26.866548042704625	34.79032258064516	30.0	37.0
FAM241A	235.8578697421981	591.4167848029487	0.0	653.0
IGFL4	330.1132572431958	613.3752039151713	152.0	694.0
geo_mean	214.3050454219341	331.84078506406587	0.0	341.9099255460874
