gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	82.22064056939502	105.73913043478261	104.5	115.0
UGDH-AS1	1668.716548702393	2255.618223234624	2138.0	2339.0
LOC100129434	1389.4753754802655	2136.4489795918366	1536.0	2363.0
LOC101926898	1361.5377777777778	2088.7227272727273	837.0	2452.5
IGFL4	1267.1791044776119	2116.300586510264	530.0	2714.0
KANTR	645.2367626013674	946.9997666277714	214.0	841.0
LINC01873	495.75461584276354	617.0289103039288	553.0	665.0
FAM241A	945.756671189507	1885.11877394636	1.0	2314.0
LINC00504	1962.3737157534247	2478.5644768856446	2021.5	2484.0
LINC00506	967.5267441860465	1088.5308738880167	904.5	1210.0
geo_mean	846.5043539940478	1209.396500412861	356.2655060604455	1323.2224484505657
