gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	72.74199288256227	94.1958525345622	69.0	92.0
UGDH-AS1	1541.644421975059	2221.495386109762	2003.0	2226.0
LOC100129434	1275.3615089067412	1820.2193419740777	1262.0	2172.5
LOC101926898	1236.4466666666667	2120.9695044472683	732.5	2213.0
IGFL4	1114.2941176470588	2053.6909385113267	435.0	2536.0
LINC01873	436.2680166765932	485.0953642384106	458.0	496.0
FAM241A	812.353459972863	1767.3933579335794	0.0	2116.0
LINC00506	871.1532558139535	1019.3085714285714	847.0	1170.0
KANTR	539.3421847670536	775.1195155393053	185.0	726.0
LINC00504	1725.039383561644	2177.0351161534304	1785.0	2068.0
geo_mean	750.3837699934785	1093.5963593570677	0.0	1164.9502508535866
