gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	118.47686832740213	152.71559633027522	119.0	135.0
LOC101926898	2031.0770370370371	3155.2980437284236	1171.0	3376.0
UGDH-AS1	2487.948432760364	3361.4494535519125	3153.0	3563.5
LOC100129434	2067.2626615438353	2999.7835783071464	2177.0	3510.0
IGFL4	1770.8305531167691	2636.5699346405227	648.0	3636.0
FAM241A	1354.8238353686115	2941.827154431623	0.0	3563.0
KANTR	910.3747813642868	1360.2630078403422	269.0	1196.0
LINC01873	653.7063728409768	814.223293768546	719.0	844.0
LINC00506	1448.2023255813954	1689.4384156266956	1324.5	1861.5
LINC00504	2874.650256849315	3699.825344352617	2925.5	3566.0
geo_mean	1220.8643224284824	1744.4104253912824	0.0	1859.7209302122033
