gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	9.43950177935943	12.365967365967366	13.0	15.0
UGDH-AS1	218.2891809908999	317.3268005879471	272.0	303.0
LOC101926898	180.29407407407408	309.27191867852605	105.0	352.0
IGFL4	164.2071992976295	306.60983606557375	66.0	366.0
LOC100129434	180.55710792874606	292.8810198300283	188.0	322.0
LINC01873	64.16617033948779	80.27943368107303	62.0	72.0
FAM241A	116.09543193125283	300.48229441030145	0.0	309.0
KANTR	82.45492129114326	139.51008878127521	30.0	141.0
LINC00506	127.93767441860466	150.063284233497	130.0	155.5
LINC00504	244.61065924657535	323.92885487528343	257.0	282.0
geo_mean	107.78991224312567	167.92314263761463	0.0	174.33729764931286
