gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	60.33274021352313	79.03729603729603	75.0	86.0
UGDH-AS1	1077.143916413886	1453.9972702456778	1405.0	1541.0
IGFL4	789.3406496927129	1454.7880258899677	305.0	1781.0
LOC101926898	871.5385185185186	1495.0152477763659	513.5	1583.0
LOC100129434	892.1851205029689	1490.271878646441	975.0	1553.5
LINC01873	323.6164383561644	402.18504811250926	376.0	436.0
KANTR	400.7225314040388	642.566037735849	134.0	617.0
FAM241A	574.3181818181819	1335.5955824349198	0.0	1583.0
LINC00504	1207.765410958904	1590.3833145434048	1276.5	1541.5
LINC00506	621.8432558139535	724.4448658900027	586.5	813.0
geo_mean	543.0656369394028	826.1582277228139	0.0	889.4148626048315
