gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	13.944839857651246	18.268065268065268	12.0	14.0
UGDH-AS1	274.3562521065049	398.44101811062166	339.0	412.0
LOC101926898	221.24	382.42509603072983	134.5	417.0
LOC100129434	230.26790080335311	384.6306884480747	218.0	412.0
IGFL4	208.3678665496049	387.7957516339869	77.0	472.0
FAM241A	148.97060153776573	361.3538123971476	0.0	420.0
KANTR	94.31785657497217	160.4883658008658	32.0	164.5
LINC01873	79.68314472900536	99.69299552906111	87.0	109.0
LINC00504	310.21810787671234	410.8103741496599	316.0	386.5
LINC00506	151.16046511627906	177.44744744744744	146.0	192.0
geo_mean	135.7945221850769	211.00861939737084	0.0	219.64903211985515
