gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	62.04804270462633	80.1632183908046	54.0	60.0
UGDH-AS1	1313.9787664307382	1845.9161931818182	1705.0	1940.0
LOC101926898	1034.7644444444445	1775.0088945362136	625.5	1890.0
IGFL4	948.7559262510974	1528.4766619519094	356.0	2052.0
LOC100129434	1084.6611945511702	1672.2590199246097	1070.0	1911.0
FAM241A	683.1702849389417	1549.6173377789178	0.0	1897.0
KANTR	477.7600572428049	711.3241003787879	162.0	661.0
LINC01873	377.03752233472306	469.96733481811435	397.0	488.0
LINC00506	779.703023255814	863.6586810922205	718.5	937.5
LINC00504	1470.898544520548	1924.4015681881826	1573.5	1840.0
geo_mean	643.9085400340065	946.6615817337123	0.0	990.6792209949219
