gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	39.619217081850536	51.9020979020979	47.5	52.0
UGDH-AS1	1016.237276710482	1464.3885381253035	1362.0	1449.0
LOC101926898	794.8740740740741	1148.9079229122055	445.0	1230.0
IGFL4	736.7076382791922	1357.7831715210357	290.0	1578.0
LINC01873	340.71292435973794	425.32118959107805	352.0	434.0
KANTR	475.7757990141517	705.863175277188	129.0	609.0
LOC100129434	832.9385260216557	1290.4237012987012	868.0	1455.0
LINC00504	1174.1586044520548	1484.217803030303	1294.5	1530.0
FAM241A	539.1952736318408	1186.8200597312095	0.0	1463.5
LINC00506	745.7627906976744	869.9891481280521	701.5	1007.5
geo_mean	522.0320861968165	766.9239680455527	0.0	813.4639415850402
