gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	92.7153024911032	119.78390804597701	95.0	105.0
LOC101926898	1744.7392592592594	2989.083756345178	1012.0	3179.5
IGFL4	1548.6962247585602	2495.0	551.0	3323.0
UGDH-AS1	2109.5995955510616	2704.9187554019013	2654.0	2954.0
LOC100129434	1759.8536500174641	2806.942061281337	1901.0	3012.0
FAM241A	1184.9475350520127	2659.8162436548223	0.0	3195.5
KANTR	806.5926220384799	1027.8948328267477	245.0	661.0
LINC01873	566.6593210244193	634.7038025350233	639.0	680.0
LINC00506	1228.36	1350.881841432225	1071.0	1476.5
LINC00504	2476.718964041096	3244.8768928771733	2532.0	3137.0
geo_mean	1043.6148683893891	1483.3996738690178	0.0	1519.616880506961
