gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	93.27580071174377	120.50804597701149	95.0	112.0
UGDH-AS1	1902.793394000674	2404.4241908006816	2451.0	2615.0
LOC101926898	1536.9251851851852	2636.402795425667	878.5	2734.0
LOC100129434	1573.4208871812784	2420.5824825362706	1556.0	2682.0
IGFL4	1382.3669885864795	2547.760517799353	516.0	3115.0
FAM241A	995.5114201718679	2023.512525856125	0.0	2248.0
LINC01873	517.5711733174509	611.112517580872	537.0	612.0
KANTR	655.0602639529337	1017.4546801679427	221.0	982.0
LINC00506	1065.5576744186046	1206.0800210581733	990.5	1353.0
LINC00504	2121.277397260274	2682.893340552247	2189.0	2521.0
geo_mean	923.7944784892833	1343.64303958212	0.0	1408.9432182178057
