gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	7.800711743772242	11.416666666666666	6.0	11.0
UGDH-AS1	161.829794405123	221.16490096729618	190.0	233.0
LOC100129434	133.85330073349633	224.23756582796958	134.0	231.0
LOC101926898	131.40074074074073	225.40152477763658	84.0	254.0
IGFL4	128.3766461808604	238.92320261437908	47.0	296.0
FAM241A	87.96483491632745	239.3726153846154	0.0	264.0
KANTR	66.77818413102241	112.71282877079979	29.0	119.0
LINC01873	68.49136390708755	86.14007490636705	71.0	83.0
LINC00504	179.84696061643837	229.13689664575946	173.0	200.0
LINC00506	101.13906976744187	118.40402940375715	100.0	121.0
geo_mean	85.49303220500654	134.39693491894639	0.0	139.5895914092357
