gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	22.56761565836299	29.63317757009346	19.0	23.0
UGDH-AS1	439.28277721604314	633.9260700389106	545.0	614.0
LOC101926898	370.72222222222223	635.9275730622618	219.5	690.0
LOC100129434	364.9458609849808	605.3534183082271	402.0	640.5
IGFL4	335.46795434591746	626.3901639344263	117.0	765.0
FAM241A	240.28878335594754	619.205710955711	0.0	650.0
KANTR	150.66512959134997	253.41882856378712	56.0	254.0
LINC01873	126.44431209053008	158.19672131147541	128.0	162.0
LINC00504	501.9715325342466	612.1667971808927	484.0	559.0
LINC00506	236.46720930232559	276.6074537540805	237.0	300.5
geo_mean	218.18523193604017	337.26271983546815	0.0	341.30639363194183
