gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	6.097864768683274	8.02576112412178	4.0	4.0
LOC101926898	127.66518518518518	187.74291938997823	76.5	202.0
UGDH-AS1	158.30165149983148	230.34870034330555	197.0	236.0
LOC100129434	129.21725462801257	216.21800116890708	138.0	228.0
FAM241A	85.7122342831298	211.97958612975393	0.0	231.0
IGFL4	120.91308165057067	228.01324503311258	45.0	278.0
KANTR	56.07377961520115	95.36181719848567	18.0	94.0
LINC00504	177.96275684931507	236.20511363636365	179.0	236.0
LINC00506	87.02581395348837	102.35530634573304	77.0	117.0
LINC01873	46.774270399047055	58.56375838926174	48.0	60.0
geo_mean	76.31881880167595	117.21912204376035	0.0	115.83217080874815
