gene	mean	mean_nonzero	median	median_nonzero
UGDH-AS1	295.2022244691608	428.50538160469665	388.0	431.0
WARS2-IT1	15.88967971530249	20.623556581986143	19.0	20.0
LOC101926898	233.40740740740742	400.3811944091487	128.0	443.0
LOC100129434	245.35242752357667	410.5458796025716	249.0	434.0
IGFL4	218.74539069359088	403.15695792880257	79.0	482.5
KANTR	106.04134202575926	174.44258435783416	30.0	172.0
FAM241A	158.34452736318408	416.78541666666666	0.0	464.0
LINC01873	84.8278737343657	105.73570898292502	92.0	110.0
LINC00504	332.95633561643837	440.4224235560589	356.0	412.0
LINC00506	169.2479069767442	198.08546543277083	162.0	226.0
geo_mean	147.014649150757	228.77776410561026	0.0	240.7322531721216
