gene	mean	mean_nonzero	median	median_nonzero
FAM241A	730.1210990502035	1629.3694171082514	0.0	1967.0
LINC00504	1541.525684931507	1874.546590317543	1581.5	1754.5
LOC101926898	1112.02	1610.758583690987	670.0	1701.0
IGFL4	1009.8841088674276	1861.2588996763754	360.0	2281.0
UGDH-AS1	1384.4364678126053	1870.502276867031	1774.0	1977.5
LINC01873	406.1905896366885	505.5552260934025	451.0	557.0
LOC100129434	1148.82815228781	1916.722027972028	1134.0	1999.5
LINC00506	791.7413953488372	890.0622222222222	743.0	968.0
KANTR	491.99522976625855	732.1717936583058	180.0	705.0
WARS2-IT1	57.08362989323843	75.1311475409836	57.0	69.0
geo_mean	669.7371017964107	979.4657191699248	0.0	1033.3784468183746
