gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	2.7562277580071175	4.964743589743589	1.5	4.0
LOC100129434	28.12958435207824	47.1792618629174	24.0	51.0
LOC101926898	30.232592592592592	52.7312661498708	15.0	57.0
UGDH-AS1	34.48938321536906	50.161764705882355	37.0	54.0
FAM241A	20.555065581184984	59.62249918005904	0.0	60.0
IGFL4	26.577699736611063	49.38336052202284	11.0	56.0
KANTR	13.585148672284943	24.23057288712422	6.0	24.0
LINC01873	12.02263251935676	15.327258921791952	13.0	15.0
LINC00504	42.16652397260274	56.141920775149615	38.0	54.0
LINC00506	21.045116279069767	24.956977385548814	24.0	29.0
geo_mean	19.08208646145885	31.458551494669578	0.0	32.17608732223745
