gene	mean	mean_nonzero	median	median_nonzero
LINC00506	595.9455813953489	695.7822427368993	552.0	779.0
LINC00504	1160.6645976027398	1479.9740720524017	1221.0	1457.0
WARS2-IT1	44.596085409252666	57.48394495412844	47.5	53.0
UGDH-AS1	988.742500842602	1342.60823798627	1307.0	1432.0
LOC100129434	819.559902200489	1313.773796192609	907.0	1443.0
LOC101926898	788.2785185185185	1352.1931385006353	481.5	1450.0
IGFL4	727.2537313432836	1346.8975609756098	256.0	1599.0
LINC01873	285.0690887432996	355.0675074183976	313.0	374.0
FAM241A	552.951605608322	1303.3859275053305	0.0	1513.0
KANTR	393.0030211480362	554.7914702581369	120.0	484.0
geo_mean	495.2531853275362	739.3721610634778	0.0	775.7565632447928
