gene	mean	mean_nonzero	median	median_nonzero
WARS2-IT1	1.6281138790035588	2.7395209580838324	1.0	2.0
UGDH-AS1	49.01550387596899	71.28872549019607	57.0	74.0
LOC100129434	41.70904645476772	69.79135008766804	40.0	76.0
IGFL4	38.27655838454785	72.78297161936561	16.0	84.0
FAM241A	25.951605608322026	69.80413625304136	0.0	79.0
LOC101926898	39.73555555555556	69.03861003861005	25.0	74.0
KANTR	15.502464620766418	26.601637107776263	6.0	25.0
LINC01873	12.469922572960096	15.837367624810893	13.0	16.0
LINC00504	53.54002568493151	71.40707964601769	51.0	71.0
LINC00506	25.387441860465117	30.03191196698762	21.0	33.0
geo_mean	22.58440710370645	36.605097452121115	0.0	37.273877061590035
